0,0,0,5:00 AM
1,0,0,5:00 AM
2,0,0,5:00 AM
3,0,0,5:00 AM
4,1,1,5:01 AM
5,1,0,5:01 AM
6,1,0,5:01 AM
7,2,1,5:02 AM
8,2,0,5:02 AM
9,2,0,5:02 AM
10,3,1,5:03 AM
11,3,0,5:03 AM
12,4,1,5:04 AM
13,4,0,5:04 AM
14,4,0,5:04 AM
15,5,1,5:05 AM
16,5,0,5:05 AM
17,5,0,5:05 AM
18,6,1,5:06 AM
19,6,0,5:06 AM
20,6,0,5:06 AM
21,7,1,5:07 AM
22,7,0,5:07 AM
23,8,1,5:08 AM
24,9,1,5:09 AM
25,10,1,5:10 AM
26,12,2,5:12 AM
27,14,2,5:14 AM
28,15,1,5:15 AM
29,15,0,5:15 AM
30,16,1,5:16 AM
31,16,0,5:16 AM
32,17,1,5:17 AM
33,17,0,5:17 AM
34,18,1,5:18 AM
35,19,1,5:19 AM
36,20,1,5:20 AM
37,20,0,5:20 AM
38,20,0,5:20 AM
39,21,1,5:21 AM
40,21,0,5:21 AM
41,21,0,5:21 AM
42,21,0,5:21 AM
43,21,0,5:21 AM
44,22,1,5:22 AM
45,22,0,5:22 AM
46,23,1,5:23 AM
47,23,0,5:23 AM
48,23,0,5:23 AM
49,24,1,5:24 AM
50,24,0,5:24 AM
51,24,0,5:24 AM
52,25,1,5:25 AM
53,25,0,5:25 AM
54,26,1,5:26 AM
55,26,0,5:26 AM
56,26,0,5:26 AM
57,26,0,5:26 AM
58,27,1,5:27 AM
59,27,0,5:27 AM
60,27,0,5:27 AM
61,28,1,5:28 AM
62,28,0,5:28 AM
63,29,1,5:29 AM
64,29,0,5:29 AM
65,29,0,5:29 AM
66,29,0,5:29 AM
67,30,1,5:30 AM
68,30,0,5:30 AM
69,30,0,5:30 AM
70,31,1,5:31 AM
71,31,0,5:31 AM
72,32,1,5:32 AM
73,33,1,5:33 AM
74,34,1,5:34 AM
75,35,1,5:35 AM
76,36,1,5:36 AM
77,39,3,5:39 AM
78,39,0,5:39 AM
79,39,0,5:39 AM
80,40,1,5:40 AM
81,40,0,5:40 AM
82,41,1,5:41 AM
83,42,1,5:42 AM
84,42,0,5:42 AM
85,43,1,5:43 AM
86,44,1,5:44 AM
87,44,0,5:44 AM
88,45,1,5:45 AM
89,46,1,5:46 AM
90,47,1,5:47 AM
91,47,0,5:47 AM
92,48,1,5:48 AM
93,49,1,5:49 AM
94,50,1,5:50 AM
95,50,0,5:50 AM
96,51,1,5:51 AM
97,51,0,5:51 AM
98,52,1,5:52 AM
99,53,1,5:53 AM
100,53,0,5:53 AM
101,53,0,5:53 AM
102,54,1,5:54 AM
103,54,0,5:54 AM
104,55,1,5:55 AM
105,55,0,5:55 AM
106,56,1,5:56 AM
107,56,0,5:56 AM
108,57,1,5:57 AM
109,58,1,5:58 AM
110,58,0,5:58 AM
111,58,0,5:58 AM
112,58,0,5:58 AM
113,59,1,5:59 AM
114,59,0,5:59 AM
115,60,1,6:00 AM
116,60,0,6:00 AM
117,60,0,6:00 AM
118,62,2,6:02 AM
119,62,0,6:02 AM
120,63,1,6:03 AM
121,63,0,6:03 AM
122,64,1,6:04 AM
123,65,1,6:05 AM
124,65,0,6:05 AM
125,66,1,6:06 AM
126,67,1,6:07 AM
127,68,1,6:08 AM
128,69,1,6:09 AM
129,70,1,6:10 AM
130,71,1,6:11 AM
131,73,2,6:13 AM
132,74,1,6:14 AM
